"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
31268467,"Pelagia noctiluca","(Forsskål, 1775)","2009-11-27 12:00:00",-49,50,"DFO-ISDM","AZMP NL 2009","20000001871072","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31273127,"Pelagia noctiluca","(Forsskål, 1775)","2007-04-19 12:00:00",-43,47,"DFO-ISDM","AZMP NL 2007","20000001883086","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1051163775,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2007"
31273523,"Pelagia noctiluca","(Forsskål, 1775)","2009-07-13 12:00:00",-46.83333,47,"DFO-ISDM","AZMP NL 2009","20000001876238","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31273655,"Pelagia noctiluca","(Forsskål, 1775)","2004-12-01 12:00:00",-49,50,"DFO-ISDM","AZMP NL 2004","20000001825538","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
31274355,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-29 12:00:00",-49.64666,51.23833,"DFO-ISDM","AZMP NL 2004","20000001827416","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.009",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
31276929,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-29 12:00:00",-50.071659999999994,51.64833,"DFO-ISDM","AZMP NL 2004","20000001827683","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
31278264,"Pelagia noctiluca","(Forsskål, 1775)","2003-07-24 12:00:00",-43,47,"DFO-ISDM","AZMP NL 2003","20000001842003","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1051163775,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2003"
31282288,"Pelagia noctiluca","(Forsskål, 1775)","2007-11-24 12:00:00",-48.47166,50.145,"DFO-ISDM","AZMP NL 2007","20000001880143","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2007"
31282291,"Pelagia noctiluca","(Forsskål, 1775)","2007-11-24 12:00:00",-49,50,"DFO-ISDM","AZMP NL 2007","20000001880106","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.006",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2007"
31283381,"Pelagia noctiluca","(Forsskål, 1775)","2006-07-29 12:00:00",-48.47166,50.145,"DFO-ISDM","AZMP NL 2006","20000001829057","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.004",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2006"
31286991,"Pelagia noctiluca","(Forsskål, 1775)","2008-12-02 12:00:00",-43.4,47,"DFO-ISDM","AZMP NL 2008","20000001865742","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.004",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2008"
31287823,"Pelagia noctiluca","(Forsskål, 1775)","2008-07-10 12:00:00",-43.4,47,"DFO-ISDM","AZMP NL 2008","20000001869563","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2008"
31287825,"Pelagia noctiluca","(Forsskål, 1775)","2008-07-12 12:00:00",-49,50,"DFO-ISDM","AZMP NL 2008","20000001869754","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2008"
31288313,"Pelagia noctiluca","(Forsskål, 1775)","2008-07-09 12:00:00",-46.83333,47,"DFO-ISDM","AZMP NL 2008","20000001869337","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.004",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2008"
31288413,"Pelagia noctiluca","(Forsskål, 1775)","2008-07-09 12:00:00",-47.016659999999995,47,"DFO-ISDM","AZMP NL 2008","20000001869283","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.004",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2008"
31292736,"Pelagia noctiluca","(Forsskål, 1775)","2002-07-21 12:00:00",-50.25,51.99333,"DFO-ISDM","AZMP NL 2002","20000001862945","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2002"
31297100,"Pelagia noctiluca","(Forsskål, 1775)","2005-07-24 12:00:00",-48.47166,50.145,"DFO-ISDM","AZMP NL 2005","20000001834304","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2005"
31297973,"Pelagia noctiluca","(Forsskål, 1775)","2009-11-27 12:00:00",-48.47166,50.145,"DFO-ISDM","AZMP NL 2009","20000001871119","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31298136,"Pelagia noctiluca","(Forsskål, 1775)","2009-11-25 12:00:00",-53.25,54.63333000000001,"DFO-ISDM","AZMP NL 2009","20000001870895","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,345,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.003",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",985103487,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31298292,"Pelagia noctiluca","(Forsskål, 1775)","2009-05-08 12:00:00",-55.01,44.811659999999996,"DFO-ISDM","AZMP NL 2009","20000001875016","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",985103487,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31298295,"Pelagia noctiluca","(Forsskål, 1775)","2009-05-13 12:00:00",-49,50,"DFO-ISDM","AZMP NL 2009","20000001875640","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.004",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31298297,"Pelagia noctiluca","(Forsskål, 1775)","2009-04-27 12:00:00",-46.83333,47,"DFO-ISDM","AZMP NL 2009","20000001873646","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31302229,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-29 12:00:00",-49.23333,50.83,"DFO-ISDM","AZMP NL 2004","20000001827550","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.009",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
31305567,"Pelagia noctiluca","(Forsskål, 1775)","2003-04-25 12:00:00",-47.016659999999995,47,"DFO-ISDM","AZMP NL 2003","20000001840732","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.004",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2003"
31305705,"Pelagia noctiluca","(Forsskål, 1775)","2003-07-23 12:00:00",-47.016659999999995,47,"DFO-ISDM","AZMP NL 2003","20000001841803","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.006",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2003"
31306474,"Pelagia noctiluca","(Forsskål, 1775)","2007-08-06 12:00:00",-49.5,49.85,"DFO-ISDM","AZMP NL 2007","20000001878799","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.006",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2007"
31309985,"Pelagia noctiluca","(Forsskål, 1775)","2007-04-19 12:00:00",-43.4,47,"DFO-ISDM","AZMP NL 2007","20000001883041","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2007"
31310558,"Pelagia noctiluca","(Forsskål, 1775)","2006-07-29 12:00:00",-49,50,"DFO-ISDM","AZMP NL 2006","20000001829012","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2006"
31313947,"Pelagia noctiluca","(Forsskål, 1775)","2008-11-28 12:00:00",-49.5,49.85,"DFO-ISDM","AZMP NL 2008","20000001864711","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.009",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2008"
31325832,"Pelagia noctiluca","(Forsskål, 1775)","2009-12-06 12:00:00",-49.82833,42.775,"DFO-ISDM","AZMP NL 2009","20000001872228","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31329663,"Pelagia noctiluca","(Forsskål, 1775)","2009-05-01 12:00:00",-49.82833,42.775,"DFO-ISDM","AZMP NL 2009","20000001874084","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31329981,"Pelagia noctiluca","(Forsskål, 1775)","2009-07-20 12:00:00",-53.25,54.63333000000001,"DFO-ISDM","AZMP NL 2009","20000001877065","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,332.5,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.003",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",985103487,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2009"
31330328,"Pelagia noctiluca","(Forsskål, 1775)","2004-07-26 12:00:00",-43,47,"DFO-ISDM","AZMP NL 2004","20000001823459","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.006",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1051163775,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
31330779,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-19 12:00:00",-49.27,42.08166,"DFO-ISDM","AZMP NL 2004","20000001826381","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.009",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1051163775,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
31331011,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-29 12:00:00",-49.23333,50.83,"DFO-ISDM","AZMP NL 2004","20000001827549","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
31331170,"Pelagia noctiluca","(Forsskål, 1775)","2003-11-21 12:00:00",-49.68333,42.58833,"DFO-ISDM","AZMP NL 2003","20000001838469","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.009",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1051163775,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2003"
31334973,"Pelagia noctiluca","(Forsskål, 1775)","2003-04-28 12:00:00",-49,50,"DFO-ISDM","AZMP NL 2003","20000001841332","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2003"
31335107,"Pelagia noctiluca","(Forsskål, 1775)","2003-04-25 12:00:00",-46.83333,47,"DFO-ISDM","AZMP NL 2003","20000001840778","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.009",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2003"
31335314,"Pelagia noctiluca","(Forsskål, 1775)","2003-08-02 12:00:00",-56.51,56.07833,"DFO-ISDM","AZMP NL 2003","20000001842997","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.009",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",985103487,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2003"
31335695,"Pelagia noctiluca","(Forsskål, 1775)","2007-08-11 12:00:00",-50.6,51.895,"DFO-ISDM","AZMP NL 2007","20000001879292","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,406.5,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.002",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2007"
31335697,"Pelagia noctiluca","(Forsskål, 1775)","2007-08-11 12:00:00",-50.25,51.99333,"DFO-ISDM","AZMP NL 2007","20000001879332","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,,,,,,,,"0.004",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1052212351,,,,,2666,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2007"
