"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
5961892,"Aurelia aurita","(Linnaeus, 1758)","1938-09-05 12:00:00",-52.766998291015604,47.6829986572266,"USNM","Invertebrate Zoology: Coelenterates","53868.27134","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"4",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1070038655,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1938"
6268502,"Aurelia aurita","(Linnaeus, 1758)",,-65.40000152587889,44.85000038146979,"HMSC","BOFSL","Aurelia aurita","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1070071359,,,,,36,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
6671939,"Aurelia aurita","(Linnaeus, 1758)","1966-11-19 12:00:00",175.382995605469,-43.266998291015604,"USNM","Invertebrate Zoology: Coelenterates","58863.31905","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,84,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",868712063,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1966"
7305650,"Aurelia aurita","(Linnaeus, 1758)","1884-09-27 12:00:00",-69.845832824707,40.5750007629395,"USNM","Invertebrate Zoology: Coelenterates","8302.54707","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,59,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1070038655,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1884"
9304418,"Aurelia aurita","(Linnaeus, 1758)","1938-08-30 12:00:00",-59.3330001831055,55.2830009460449,"USNM","Invertebrate Zoology: Coelenterates","53755.27030","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1073184383,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1938"
9808232,"Aurelia aurita","(Linnaeus, 1758)","1960-08-24 12:00:00",-90.83300018310551,27.6669998168945,"USNM","Invertebrate Zoology: Coelenterates","53653.26936","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,206,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"2",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1070038655,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1960"
9969477,"Aurelia aurita","(Linnaeus, 1758)","1909-12-27 12:00:00",118.959716796875,-4.72278022766113,"USNM","Invertebrate Zoology: Coelenterates","28718.15677","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,18,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"11",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",871857791,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1909"
10473069,"Aurelia aurita","(Linnaeus, 1758)","1905-07-16 12:00:00",-131,55,"USNM","Invertebrate Zoology: Coelenterates","54371.27563","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"2",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1073184383,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1905"
10574357,"Aurelia aurita","(Linnaeus, 1758)","1952-07-20 12:00:00",-62.617000579834006,58.2000007629395,"USNM","Invertebrate Zoology: Coelenterates","53664.26946","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1060601471,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1952"
11301450,"Aurelia aurita","(Linnaeus, 1758)","1966-11-19 12:00:00",175.382995605469,-43.2830009460449,"USNM","Invertebrate Zoology: Coelenterates","58862.31904","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,95,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"2",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",868712063,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1966"
11623485,"Aurelia aurita","(Linnaeus, 1758)","1950-08-14 12:00:00",-155.949996948242,71.6500015258789,"USNM","Invertebrate Zoology: Coelenterates","51111.75941","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1057455743,,,,,500,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1950"
11805756,"Aurelia aurita","(Linnaeus, 1758)","1970-10-07 18:25:01",-166.783004760742,69.84999847412111,"Coast Guard Oceanographic Unit","31GL-700927",,"urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,24.5,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1057488510,,,,,1634,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1970"
11886476,"Aurelia aurita","(Linnaeus, 1758)",,-97.6327133178711,22.3360748291016,"HRI","B89PII","Spp-18-043_F2","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1059323455,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
12035559,"Aurelia aurita","(Linnaeus, 1758)","1975-04-01 12:00:00",-69.94000244140621,43.7000007629395,"SMCC","Robert Siegel Invertebrate Database","1286","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1060634239,,,,,1632,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1975"
12086534,"Aurelia aurita","(Linnaeus, 1758)",,-88.93846893310551,23.2547931671143,"HRI","B89PII","Spp-18-043_D3","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1057226303,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
12151226,"Aurelia aurita","(Linnaeus, 1758)",,-97.31250762939449,22.4503555297852,"HRI","B89PII","Spp-18-043_F4","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1057226303,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
12356474,"Aurelia aurita","(Linnaeus, 1758)",,-87.1689300537109,29.472589492797898,"HRI","B89PII","Spp-18-043_A4","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1069809215,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
12510682,"Aurelia aurita","(Linnaeus, 1758)","1970-10-04 18:10:01",-163.283004760742,69.98300170898439,"Coast Guard Oceanographic Unit","31GL-700927",,"urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,9.5,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1060634238,,,,,1634,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1970"
12653482,"Aurelia aurita","(Linnaeus, 1758)","1970-10-08 18:15:00",-168.432998657227,70.5,"Coast Guard Oceanographic Unit","31GL-700927",,"urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,22,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1057488510,,,,,1634,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1970"
12963543,"Aurelia aurita","(Linnaeus, 1758)",,-93.5104827880859,19.242046356201197,"HRI","B89PII","Spp-18-043_E4","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1065614911,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
13106698,"Aurelia aurita","(Linnaeus, 1758)",,-86.5596389770508,30.4191112518311,"HRI","B89PII","Spp-18-043_A1","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1072954943,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
13190527,"Aurelia aurita","(Linnaeus, 1758)",,-86.5610198974609,24.0627517700195,"HRI","B89PII","Spp-18-043_C5","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1065877055,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
13251089,"Aurelia aurita","(Linnaeus, 1758)",,-94.0211563110352,18.3952617645264,"HRI","B89PII","Spp-18-043_E2","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1072954943,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
13275086,"Aurelia aurita","(Linnaeus, 1758)",,-88.34420776367192,22.3022727966309,"HRI","B89PII","Spp-18-043_D2","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1057226303,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
13334838,"Aurelia aurita","(Linnaeus, 1758)",,-89.26678466796879,23.7812156677246,"HRI","B89PII","Spp-18-043_D5","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,625,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1057488447,,,,,1545,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
13907062,"Aurelia aurita","(Linnaeus, 1758)",,5.400000095367429,4.800000190734861,"NIOMR","Marine","308","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1006108223,,,,,2340,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,
13980498,"Aurelia aurita","(Linnaeus, 1758)","1966-04-04 12:00:00",-87.7699966430664,28.7299995422363,"TCWC","Marine Invertebrate Data","5-0575","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,500,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1070071423,,,,,2344,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"1966"
15567887,"Aurelia aurita","(Linnaeus, 1758)","2005-08-07 12:00:00",-66.98410034179689,44.9062004089355,"MITSG","RAS","9952","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1073217151,,,,,2399,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"2005"
15568637,"Aurelia aurita","(Linnaeus, 1758)","2003-08-04 12:00:00",-70.1052932739258,43.8209381103516,"MITSG","RAS","6212","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita",,,,,,,,,,,"Scyphozoa",,,,,,,,,,,,,,,,,"Ulmaridae",,,,,,"Aurelia",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Semaeostomeae",,,,,,"Cnidaria",1060634239,,,,,2399,,,,,,"Aurelia aurita",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,408472,,,,135306,"2003"
